,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Speed,Wind Speed,Temp (F)
350,noumea,75.0,NC,1555986600,69.0,-22.28,166.46,82.4,11.41,82.4
351,rawson,94.0,AR,1555988677,36.0,-43.3,-65.11,59.73,11.07,59.73
352,ulundi,100.0,ZA,1555988677,98.0,-28.29,31.43,56.56,0.65,56.56
354,iqaluit,90.0,CA,1555984800,77.0,63.75,-68.52,3.2,19.46,3.2
355,monkton,24.0,GB,1555988619,81.0,51.34,1.28,57.99,4.7,52.99
356,mildura,90.0,AU,1555984800,87.0,-34.18,142.16,57.2,8.05,57.2
357,along,100.0,IN,1555988679,46.0,28.17,94.8,64.08,3.29,64.08
358,kjollefjord,75.0,NO,1555986000,93.0,70.95,27.35,37.4,6.93,37.4
359,rio grande,0.0,BR,1555988401,84.0,-32.03,-52.1,55.26,3.11,55.26
360,astaneh-ye ashrafiyeh,90.0,IR,1555986600,100.0,37.26,49.94,44.6,11.41,44.6
361,covington,1.0,US,1555988520,55.0,35.56,-89.65,69.8,5.82,65.79
363,klyuchevskiy,95.0,RU,1555988680,51.0,53.53,119.45,32.1,14.9,32.1
364,azangaro,71.0,PE,1555988681,78.0,-14.91,-70.2,41.89,2.82,41.89
365,chochola,5.0,MX,1555988505,54.0,20.75,-89.83,78.8,11.41,78.46
366,coquimbo,0.0,CL,1555984800,87.0,-29.95,-71.34,53.6,5.82,53.6
367,hillsboro,90.0,US,1555988661,60.0,39.16,-89.49,75.99,10.29,71.37
368,magdagachi,100.0,RU,1555988682,37.0,53.45,125.8,41.76,6.04,41.76
369,buraydah,0.0,SA,1555984800,40.0,26.33,43.97,53.6,4.7,53.6
371,thongwa,17.0,MM,1555986600,70.0,16.76,96.52,91.4,3.36,91.4
372,krian,20.0,ID,1555984800,66.0,-7.41,112.58,87.8,11.41,87.8
373,banepa,75.0,NP,1555987800,88.0,27.63,85.52,62.6,3.36,62.6
374,coihaique,0.0,CL,1555984800,81.0,-45.58,-72.07,44.6,3.36,43.57
375,alofi,75.0,NU,1555984800,69.0,-19.06,-169.92,78.8,17.22,78.8
376,saint anthony,1.0,US,1555988407,39.0,43.97,-111.68,60.8,6.93,54.43
377,chicama,75.0,PE,1555984800,83.0,-7.84,-79.15,71.6,8.05,71.6
378,tevaitoa,93.0,PF,1555988686,71.0,-16.78,-151.5,85.18,6.76,85.18
379,cururupu,100.0,BR,1555988686,98.0,-1.82,-44.87,74.22,0.07,74.22
380,port hedland,100.0,AU,1555986600,25.0,-20.31,118.58,87.8,13.87,87.8
381,moron,90.0,VE,1555988687,92.0,10.49,-68.2,73.39,0.54,73.39
382,nanortalik,97.0,GL,1555988687,81.0,60.14,-45.24,32.51,10.58,32.51
383,acapulco,5.0,MX,1555984260,88.0,16.86,-99.88,77.0,5.82,77.0
385,reggio di calabria,20.0,IT,1555988571,59.0,38.11,15.66,64.4,13.87,61.18
386,camacha,75.0,PT,1555986600,72.0,33.08,-16.33,59.0,18.34,59.0
387,santa cruz,1.0,US,1555988418,25.0,36.97,-122.03,75.2,12.75,62.47
388,sokoni,100.0,CD,1555988689,97.0,-12.89,28.78,60.14,3.33,60.14
389,buckingham,94.0,GB,1555988645,71.0,52.0,-0.98,55.4,5.82,51.69
390,ribas do rio pardo,15.0,BR,1555988690,86.0,-20.45,-53.76,71.72,0.94,71.72
391,aboisso,92.0,CI,1555988691,89.0,5.47,-3.21,78.75,4.85,78.75
392,manavalakurichi,75.0,IN,1555986600,88.0,8.13,77.3,82.4,5.82,82.4
393,yulara,0.0,AU,1555984800,30.0,-25.24,130.99,71.6,12.75,71.6
394,providencia,100.0,CO,1555988692,99.0,1.24,-77.6,52.83,0.94,52.83
395,quatre cocos,75.0,MU,1555988642,88.0,-20.21,57.76,77.0,8.34,77.0
396,namibe,0.0,AO,1555988692,79.0,-15.19,12.15,72.72,8.79,72.72
397,broome,50.0,GB,1555988674,76.0,52.47,1.45,55.4,8.05,52.16
398,bodden town,20.0,KY,1555988404,83.0,19.28,-81.25,80.6,12.75,79.12
399,ponta do sol,6.0,BR,1555988693,91.0,-20.63,-46.0,64.39,2.44,64.39
400,avera,1.0,US,1555988536,82.0,33.19,-82.53,61.0,3.6,59.41
401,urucui,79.0,BR,1555988694,92.0,-7.23,-44.56,74.4,1.79,74.4
402,sept-iles,5.0,CA,1555984800,44.0,50.2,-66.38,37.4,5.82,35.55
403,sao filipe,100.0,CV,1555988694,78.0,14.9,-24.5,70.66,18.01,70.66
404,grants,75.0,US,1555986900,87.0,35.15,-107.85,44.6,11.41,44.6
405,grand gaube,75.0,MU,1555988342,88.0,-20.01,57.66,77.0,12.24,77.0
406,tura,8.0,IN,1555988695,41.0,25.52,90.21,89.16,3.38,89.16
408,bagdarin,92.0,RU,1555988696,31.0,54.44,113.59,23.44,17.16,23.44
409,salalah,40.0,OM,1555984200,69.0,17.01,54.1,80.6,5.82,80.6
410,huaraz,84.0,PE,1555988437,77.0,-9.53,-77.53,65.67,2.37,65.67
412,viedma,51.0,AR,1555988697,38.0,-40.81,-62.99,62.59,16.06,62.59
413,alberton,97.0,ZA,1555988545,87.0,-26.25,28.13,60.01,8.48,56.32
414,borshchiv,0.0,UA,1555988481,72.0,48.8,26.04,42.01,8.95,37.92
415,chokurdakh,100.0,RU,1555988698,95.0,70.62,147.9,30.51,2.24,30.51
416,alice springs,0.0,AU,1555986600,37.0,-23.7,133.88,71.6,11.41,71.6
417,tabou,100.0,CI,1555988698,91.0,4.42,-7.36,77.53,3.0,77.53
418,khipro,0.0,PK,1555988698,25.0,25.83,69.38,92.33,9.91,92.33
419,ixtapa,40.0,MX,1555988426,83.0,20.71,-105.21,75.99,8.05,75.56
420,parkhill,35.0,GB,1555988644,100.0,54.73,-1.52,50.0,3.36,46.26
421,margate,20.0,AU,1555988476,45.0,-43.03,147.26,66.0,9.17,64.69
422,verkhoyansk,38.0,RU,1555988699,65.0,67.55,133.39,28.88,6.67,28.88
423,coos bay,90.0,US,1555988455,71.0,43.37,-124.22,59.0,3.36,56.01
424,leon valley,75.0,US,1555988671,72.0,29.5,-98.62,72.0,6.93,69.48
425,broken hill,4.0,AU,1555984800,48.0,-31.97,141.45,66.2,11.41,66.2
426,semporna,75.0,MY,1555984800,70.0,4.48,118.61,89.6,4.7,89.6
428,changde,97.0,CN,1555988701,63.0,29.04,111.68,75.77,4.07,75.77
429,meulaboh,100.0,ID,1555988701,76.0,4.14,96.13,83.44,6.49,83.44
431,imbituba,75.0,BR,1555984800,94.0,-28.24,-48.67,68.0,9.17,68.0
432,khani,90.0,GE,1555986600,93.0,41.96,42.96,44.6,2.24,44.6
433,srednekolymsk,58.0,RU,1555988703,97.0,67.46,153.71,35.68,7.11,35.68
434,chuy,77.0,UY,1555988703,66.0,-33.69,-53.46,60.85,9.44,60.85
435,riberalta,100.0,BO,1555988704,97.0,-11.0,-66.08,74.54,1.92,74.54
436,swan hill,62.0,AU,1555988704,49.0,-35.34,143.56,73.05,5.03,73.05
438,san rafael,1.0,AR,1555988707,85.0,-34.61,-68.33,55.37,3.94,55.37
439,kulhudhuffushi,96.0,MV,1555988708,76.0,6.62,73.07,84.95,15.41,84.95
440,chingola,100.0,ZM,1555988708,97.0,-12.55,27.86,61.31,3.47,61.31
441,carutapera,100.0,BR,1555988709,87.0,-1.2,-46.02,77.82,2.17,77.82
442,mastic beach,90.0,US,1555988456,93.0,40.77,-72.85,57.2,9.17,55.04
443,barra da estiva,45.0,BR,1555988461,96.0,-13.63,-41.33,64.68,4.9,64.68
444,lubango,0.0,AO,1555988709,76.0,-14.92,13.49,67.99,2.75,67.99
445,koslan,81.0,RU,1555988710,92.0,63.46,48.9,33.77,7.4,33.77
446,gornozavodsk,100.0,RU,1555988710,94.0,58.37,58.33,39.19,4.16,39.19
447,calabozo,100.0,VE,1555988710,48.0,8.92,-67.43,88.06,2.33,88.06
448,nishihara,75.0,JP,1555988701,59.0,35.74,139.53,77.0,3.36,71.69
449,dingle,53.0,PH,1555988711,49.0,11.0,122.67,90.6,15.26,90.6
450,te anau,1.0,NZ,1555988712,46.0,-45.41,167.72,62.46,4.29,62.46
451,beyla,100.0,GN,1555988712,94.0,8.69,-8.65,70.19,3.04,70.19
452,kavieng,32.0,PG,1555988712,63.0,-2.57,150.8,86.51,5.08,86.51
453,vienenburg,1.0,DE,1555988529,71.0,51.95,10.56,51.01,1.01,49.08
454,langsa,100.0,ID,1555988713,56.0,4.47,97.97,84.51,3.47,84.51
456,muros,75.0,ES,1555988707,93.0,42.77,-9.06,51.01,8.05,46.92
457,bourges,0.0,FR,1555988704,76.0,47.08,2.4,54.0,7.23,52.48
458,skjervoy,100.0,NO,1555988553,95.0,70.03,20.97,41.91,10.33,41.91
459,kudahuvadhoo,68.0,MV,1555988714,77.0,2.67,72.89,85.76,11.3,85.76
460,zalantun,1.0,CN,1555988714,15.0,48.0,122.72,53.68,17.9,53.68
462,batken,93.0,KG,1555988649,60.0,40.06,70.82,55.68,4.47,55.68
463,ilinskiy,81.0,RU,1555987830,75.0,55.62,38.12,50.0,6.71,42.55
465,pedasi,96.0,PA,1555988716,72.0,7.53,-80.03,77.96,9.93,77.96
466,san jose,43.0,PH,1555988697,37.0,15.79,120.99,95.82,11.45,95.82
467,narok,100.0,KE,1555988719,96.0,-1.09,35.87,58.63,2.93,58.63
468,araouane,0.0,ML,1555988519,19.0,18.9,-3.53,78.59,8.81,78.59
470,fukue,75.0,JP,1555988649,68.0,35.03,136.69,78.01,6.93,72.57
471,kichmengskiy gorodok,50.0,RU,1555988720,92.0,59.99,45.81,38.9,5.73,38.9
472,otta,64.0,NO,1555988720,89.0,61.77,9.54,30.19,2.62,30.19
473,san cristobal,75.0,EC,1555988472,93.0,-0.39,-78.55,57.2,3.36,52.38
474,kruisfontein,100.0,ZA,1555988721,92.0,-34.0,24.73,59.58,9.75,59.58
475,dukat,96.0,RS,1555988540,84.0,42.44,22.31,46.99,3.0,46.99
476,nome,40.0,US,1555988713,88.0,30.04,-94.42,71.01,3.36,68.83
477,pekan,75.0,MY,1555984800,74.0,3.49,103.39,87.8,5.82,87.26
478,oksfjord,99.0,NO,1555988429,93.0,70.24,22.35,42.01,21.92,40.08
479,ashington,74.0,GB,1555988644,100.0,55.18,-1.57,48.0,3.36,45.9
480,porangatu,90.0,BR,1555988722,92.0,-13.44,-49.14,69.52,1.59,69.52
482,dali,0.0,CN,1555988723,27.0,25.6,100.24,70.11,8.79,70.11
483,palpa,1.0,PE,1555988724,73.0,-14.53,-75.19,71.16,5.14,71.16
484,altay,2.0,CN,1555988724,54.0,47.83,88.13,35.86,6.02,35.86
485,mahebourg,75.0,MU,1555988642,88.0,-20.41,57.7,77.0,8.34,77.0
486,glotovka,85.0,RU,1555988724,74.0,53.95,46.7,44.74,4.61,44.74
487,walvis bay,0.0,NA,1555988525,93.0,-22.95,14.51,54.0,5.82,52.88
488,uglich,99.0,RU,1555988725,64.0,57.53,38.32,47.33,7.56,47.33
489,comodoro rivadavia,0.0,AR,1555985700,41.0,-45.87,-67.48,59.0,17.22,59.0
491,lourdes,0.0,SV,1555988403,78.0,13.73,-89.37,82.4,2.82,78.78
492,jiuquan,100.0,CN,1555988726,35.0,39.73,98.49,59.94,7.52,59.94
493,eslamshahr,20.0,IR,1555987983,64.0,35.55,51.23,39.2,9.17,39.13
495,lazurne,93.0,UA,1555988727,55.0,46.77,34.99,49.63,4.54,49.63
496,madang,81.0,PG,1555988728,50.0,-5.21,145.81,86.3,5.39,86.3
497,bermeo,0.0,ES,1555988715,55.0,43.42,-2.72,64.0,11.41,57.79
498,usinsk,99.0,RU,1555988728,82.0,66.0,57.56,26.23,11.63,26.23
499,padang,75.0,ID,1555984800,83.0,-0.92,100.36,82.4,2.24,82.4
500,roma,40.0,IT,1555988684,67.0,41.89,12.48,62.01,19.46,58.82
501,itarema,98.0,BR,1555988729,90.0,-2.92,-39.92,76.27,5.88,76.27
502,kabanjahe,20.0,ID,1555984800,74.0,3.1,98.49,84.2,6.93,84.06
503,whitehorse,75.0,CA,1555984800,32.0,60.72,-135.06,41.0,12.75,41.0
504,rincon,1.0,US,1555988717,77.0,32.3,-81.24,68.0,3.42,63.54
505,paita,94.0,PE,1555988731,90.0,-5.09,-81.11,71.3,12.12,71.3
507,umm kaddadah,47.0,SD,1555988731,13.0,13.6,26.69,65.94,12.24,65.94
508,hakodate,0.0,JP,1555984800,47.0,41.8,140.75,55.4,6.93,55.4
509,ulaangom,75.0,MN,1555988732,37.0,49.98,92.07,37.66,6.02,37.66
510,bowen,90.0,AU,1555988684,88.0,-20.01,148.25,77.0,11.41,75.99
511,xai-xai,2.0,MZ,1555988732,94.0,-25.04,33.64,69.66,2.21,69.66
512,yarada,20.0,IN,1555986600,66.0,17.65,83.27,87.8,2.24,87.8
513,luderitz,0.0,NA,1555984800,49.0,-26.65,15.16,68.0,11.41,68.0
514,ostrovnoy,100.0,RU,1555988733,89.0,68.05,39.51,36.53,15.05,36.53
515,puerto lempira,2.0,HN,1555988733,80.0,15.27,-83.77,78.45,6.2,78.45
516,kalmunai,100.0,LK,1555988734,73.0,7.42,81.82,84.59,2.62,84.59
517,eydhafushi,61.0,MV,1555988474,76.0,5.1,73.07,85.09,11.7,85.09
518,jatiroto,20.0,ID,1555986600,59.0,-6.89,111.01,89.6,10.29,89.6
519,santa comba,75.0,ES,1555988729,93.0,43.03,-8.81,51.01,8.05,47.68
520,sao joao del rei,1.0,BR,1555988453,94.0,-21.14,-44.26,63.58,3.56,63.58
522,vila do maio,75.0,CV,1555984800,68.0,15.13,-23.22,71.6,13.87,71.6
523,rouvroy,0.0,FR,1555988726,51.0,50.39,2.9,59.0,8.05,54.75
524,silvania,40.0,CO,1555984800,87.0,4.4,-74.39,55.4,2.71,55.4
526,teknaf,0.0,BD,1555988736,56.0,20.86,92.31,85.38,5.44,85.38
527,horta,99.0,ES,1555988736,87.0,41.43,2.16,60.01,2.24,56.97
528,taksimo,100.0,RU,1555988714,50.0,56.36,114.84,22.99,11.21,22.99
529,snyder,90.0,US,1555988703,82.0,32.72,-100.92,69.01,10.29,66.16
530,raudeberg,0.0,NO,1555988402,66.0,61.99,5.14,52.0,11.41,50.76
531,sibolga,100.0,ID,1555988738,71.0,1.74,98.78,83.74,1.77,83.74
532,bata,96.0,GQ,1555988739,80.0,1.87,9.77,81.65,3.51,81.65
535,sorong,99.0,ID,1555988739,76.0,-0.86,131.25,86.1,4.23,86.1
537,khrebtovaya,0.0,RU,1555988740,61.0,56.71,104.25,33.88,7.16,33.88
538,batemans bay,81.0,AU,1555988521,66.0,-35.71,150.18,72.0,1.01,70.0
539,jumla,0.0,NP,1555988741,25.0,29.28,82.18,57.23,1.79,57.23
540,port keats,8.0,AU,1555988741,37.0,-14.25,129.55,92.72,12.55,92.72
541,rwamagana,40.0,RW,1555987967,100.0,-1.95,30.43,60.8,1.74,60.35
542,mandalgovi,100.0,MN,1555988741,58.0,45.76,106.27,42.85,16.69,42.85
543,letka,75.0,BA,1555988400,76.0,43.74,17.27,55.4,6.93,55.22
544,aswan,0.0,EG,1555984800,23.0,24.09,32.9,60.8,4.7,60.8
545,katsuura,75.0,JP,1555987085,53.0,33.93,134.5,73.4,16.11,68.11
546,osmena,58.0,PH,1555988743,65.0,12.17,124.59,85.86,7.63,85.86
547,bom conselho,28.0,BR,1555988743,91.0,-9.17,-36.69,71.0,6.15,71.0
548,moa,6.0,CU,1555988743,96.0,20.66,-74.95,66.86,2.86,66.86
549,tomatlan,94.0,MX,1555988744,73.0,19.93,-105.25,73.48,7.45,73.48
550,bandarbeyla,98.0,SO,1555988744,78.0,9.49,50.81,79.39,9.1,79.39
551,mariestad,0.0,SE,1555988514,74.0,58.71,13.82,41.0,2.24,37.6
552,golden,93.0,CA,1555988744,87.0,51.3,-116.96,38.04,3.53,38.04
553,havoysund,99.0,NO,1555986000,93.0,71.0,24.66,39.2,21.92,39.2
554,dwarka,0.0,IN,1555988407,45.0,28.58,77.04,93.0,5.82,85.55
555,tual,48.0,ID,1555988746,76.0,-5.67,132.75,85.38,17.09,85.38
556,pasighat,77.0,IN,1555988746,43.0,28.06,95.33,78.48,0.96,78.48
557,kapit,84.0,MY,1555988747,51.0,2.02,112.94,93.68,2.24,93.68
558,berlevag,75.0,NO,1555986000,93.0,70.86,29.09,37.4,6.93,37.4
559,doka,46.0,SD,1555988747,21.0,13.52,35.76,82.01,7.61,82.01
560,kenitra,75.0,MA,1555988555,82.0,34.26,-6.57,61.0,8.05,58.6
562,ternate,20.0,PH,1555988481,59.0,14.29,120.72,93.99,9.17,90.88
563,rakaia,38.0,NZ,1555988716,72.0,-43.76,172.02,62.01,17.22,59.76
564,joshimath,0.0,IN,1555988749,10.0,30.57,79.57,61.1,3.27,61.1
565,barhi,40.0,IN,1555984800,69.0,24.31,85.42,80.6,4.7,80.6
566,lasa,20.0,CY,1555986600,66.0,34.92,32.53,51.8,10.29,50.54
567,ambon,0.0,FR,1555988729,67.0,47.55,-2.56,57.99,9.17,55.33
568,saint-joseph,90.0,FR,1555988513,58.0,43.56,6.97,59.0,3.36,57.47
569,baie-comeau,1.0,CA,1555988506,80.0,49.22,-68.15,36.0,2.24,33.03
570,wangqing,100.0,CN,1555988751,50.0,43.31,129.76,67.6,12.19,67.6
571,axim,64.0,GH,1555988752,85.0,4.87,-2.24,81.17,9.26,81.17
572,sussex,90.0,CA,1555988101,100.0,45.72,-65.51,48.2,10.29,48.09
573,presidencia roque saenz pena,1.0,AR,1555988453,91.0,-26.79,-60.44,65.72,4.83,65.72
574,saint-paul,86.0,FR,1555988484,66.0,45.22,1.9,55.99,4.7,54.54
575,flin flon,94.0,CA,1555988753,49.0,54.77,-101.88,49.06,14.67,49.06
576,wundanyi,100.0,KE,1555988753,93.0,-3.4,38.37,66.73,7.54,66.73
577,quelimane,94.0,MZ,1555988754,99.0,-17.88,36.89,67.31,4.12,67.31
578,mana,75.0,RS,1555986600,87.0,43.52,20.24,50.0,10.29,47.17
579,inta,100.0,RU,1555988755,77.0,66.04,60.13,27.85,12.8,27.85
580,mackay,40.0,CA,1555984800,50.0,53.65,-115.58,57.2,4.7,57.2
581,kuala terengganu,75.0,MY,1555984800,94.0,5.33,103.14,78.8,2.24,78.8
582,mayumba,100.0,GA,1555988756,83.0,-3.44,10.65,81.38,6.35,81.38
583,luanda,75.0,AO,1555984800,88.0,-8.83,13.24,78.8,5.82,78.8
584,faya,0.0,SA,1555984800,63.0,18.39,42.45,64.4,1.86,63.54
585,barra,82.0,BR,1555988757,81.0,-11.09,-43.14,73.71,2.57,73.71
586,la ronge,90.0,CA,1555984800,35.0,55.1,-105.3,55.4,16.11,55.4
587,portland,90.0,US,1555988108,77.0,45.52,-122.67,60.8,4.7,57.11
588,benalla,90.0,AU,1555988715,56.0,-36.55,145.99,77.0,2.24,71.17
589,holly springs,1.0,US,1555988615,100.0,35.65,-78.83,57.99,3.2,54.97
590,cap malheureux,75.0,MU,1555988642,88.0,-19.98,57.61,77.0,12.24,77.0
591,ambilobe,100.0,MG,1555988759,85.0,-13.19,49.05,74.61,5.88,74.61
592,lewistown,75.0,US,1555988622,68.0,40.39,-90.15,71.6,21.92,68.5
593,leshukonskoye,100.0,RU,1555988760,94.0,64.9,45.76,34.15,4.74,34.15
594,lazaro cardenas,20.0,MX,1555983780,22.0,28.39,-105.62,75.2,16.11,75.2
595,lata,0.0,IN,1555988760,37.0,30.78,78.62,38.52,4.05,38.52
596,bassila,100.0,BJ,1555988761,86.0,9.0,1.66,78.34,2.44,78.34
597,bereznik,36.0,RU,1555988761,94.0,62.86,42.71,34.64,4.5,34.64
598,chute-aux-outardes,1.0,CA,1555988506,80.0,49.12,-68.38,36.0,2.24,33.01
599,dunmore town,4.0,BS,1555988762,65.0,25.5,-76.65,73.81,15.88,73.81
600,legaspi,43.0,PH,1555988762,37.0,16.04,120.74,95.82,11.45,95.82
602,yokadouma,89.0,CM,1555988763,96.0,3.52,15.05,71.25,1.5,71.25
603,tadine,4.0,NC,1555988622,83.0,-21.55,167.88,78.29,13.33,78.29
604,bloemhof,100.0,ZA,1555988764,88.0,-27.65,25.61,57.93,11.5,57.93
605,berezovyy,99.0,RU,1555988764,65.0,51.67,135.7,36.76,3.94,36.76
607,los llanos de aridane,90.0,ES,1555988716,68.0,28.66,-17.92,66.2,1.12,60.48
608,anage,54.0,BR,1555988765,94.0,-14.61,-41.14,68.84,6.04,68.84
609,rosetta,0.0,EG,1555984800,67.0,31.4,30.42,59.0,2.24,59.0
610,nakusp,98.0,CA,1555988429,99.0,50.24,-117.8,43.0,1.99,43.0
611,high level,75.0,CA,1555984800,76.0,58.52,-117.13,51.8,6.93,51.8
612,nantai,0.0,CN,1555988766,32.0,36.41,105.98,65.49,4.27,65.49
613,sao felix do xingu,100.0,BR,1555988766,97.0,-6.64,-51.99,71.29,2.26,71.29
614,port-cartier,5.0,CA,1555984800,44.0,50.03,-66.88,37.4,5.82,35.15
615,hounde,100.0,BF,1555988767,42.0,11.5,-3.52,89.46,5.59,89.46
616,kabarnet,100.0,KE,1555988767,92.0,0.5,35.74,55.84,3.58,55.84
617,ardesen,75.0,TR,1555986600,100.0,41.19,40.99,46.4,5.82,46.4
618,kota belud,75.0,MY,1555987817,63.0,6.35,116.43,93.2,5.82,91.72
619,cabedelo,0.0,BR,1555984800,94.0,-6.97,-34.84,77.0,3.36,77.0
620,mount gambier,75.0,AU,1555984800,63.0,-37.83,140.78,62.6,8.05,62.6
621,fairbanks,90.0,US,1555988500,51.0,64.84,-147.72,51.8,13.87,47.91
622,mardin,75.0,TR,1555988400,87.0,37.32,40.72,46.4,3.36,44.26
623,vestmanna,41.0,FO,1555987800,87.0,62.16,-7.17,44.6,12.75,44.6
624,bastrop,1.0,US,1555988480,93.0,32.78,-91.91,69.8,5.5,64.69
625,karasjok,100.0,NO,1555986000,75.0,69.47,25.52,46.4,24.16,46.4
626,lagoa,20.0,PT,1555988760,93.0,37.14,-8.45,54.0,10.29,52.88
